filename,label
107272.jpg,irregular
107298.jpg,elliptical
107355.jpg,spiral
107374.jpg,spiral
107379.jpg,spiral
107383.jpg,irregular
107388.jpg,elliptical
107394.jpg,elliptical
107403.jpg,elliptical
107415.jpg,irregular
107434.jpg,irregular
107435.jpg,elliptical
107461.jpg,elliptical
107480.jpg,elliptical
107496.jpg,irregular
107510.jpg,elliptical
107517.jpg,spiral
107521.jpg,elliptical
107524.jpg,spiral
107527.jpg,elliptical
107539.jpg,elliptical
107553.jpg,elliptical
107555.jpg,spiral
107573.jpg,elliptical
107576.jpg,elliptical
107593.jpg,spiral
107606.jpg,spiral
107608.jpg,elliptical
107610.jpg,elliptical
107619.jpg,elliptical
107627.jpg,irregular
107629.jpg,irregular
107688.jpg,elliptical
107692.jpg,elliptical
107709.jpg,irregular
107745.jpg,spiral
107747.jpg,spiral
107794.jpg,elliptical
107828.jpg,elliptical
107849.jpg,elliptical
107859.jpg,irregular
107888.jpg,elliptical
107951.jpg,spiral
107954.jpg,elliptical
107961.jpg,elliptical
107966.jpg,elliptical
107967.jpg,elliptical
107972.jpg,spiral
107975.jpg,elliptical
107985.jpg,irregular
108012.jpg,spiral
108017.jpg,elliptical
108038.jpg,irregular
108066.jpg,elliptical
108103.jpg,irregular
108111.jpg,elliptical
108146.jpg,elliptical
108160.jpg,elliptical
108182.jpg,elliptical
108195.jpg,elliptical
108207.jpg,elliptical
108251.jpg,spiral
108272.jpg,spiral
108305.jpg,elliptical
108481.jpg,elliptical
108551.jpg,elliptical
108574.jpg,spiral
108580.jpg,elliptical
108584.jpg,elliptical
108608.jpg,spiral
108624.jpg,elliptical
108645.jpg,elliptical
108661.jpg,elliptical
108672.jpg,elliptical
108692.jpg,irregular
108715.jpg,irregular
108717.jpg,elliptical
108742.jpg,irregular
108757.jpg,elliptical
108764.jpg,irregular
108772.jpg,spiral
108779.jpg,spiral
108786.jpg,irregular
108914.jpg,elliptical
108917.jpg,elliptical
108920.jpg,elliptical
108928.jpg,elliptical
108929.jpg,spiral
108952.jpg,elliptical
108959.jpg,elliptical
108961.jpg,spiral
108988.jpg,elliptical
108991.jpg,elliptical
108994.jpg,irregular
109011.jpg,spiral
109033.jpg,elliptical
109074.jpg,elliptical
109098.jpg,elliptical
109127.jpg,elliptical
109132.jpg,irregular
109155.jpg,elliptical
109180.jpg,elliptical
109215.jpg,elliptical
109266.jpg,spiral
109282.jpg,irregular
109292.jpg,elliptical
109330.jpg,elliptical
109360.jpg,elliptical
109366.jpg,spiral
109380.jpg,spiral
109402.jpg,elliptical
109404.jpg,elliptical
109509.jpg,irregular
109568.jpg,spiral
109595.jpg,elliptical
109623.jpg,elliptical
109630.jpg,elliptical
109682.jpg,elliptical
109688.jpg,spiral
109699.jpg,elliptical
109715.jpg,elliptical
109727.jpg,elliptical
109740.jpg,elliptical
109744.jpg,irregular
109750.jpg,elliptical
109780.jpg,irregular
109827.jpg,elliptical
109868.jpg,spiral
109879.jpg,irregular
109946.jpg,irregular
109977.jpg,elliptical
110074.jpg,elliptical
110076.jpg,elliptical
110109.jpg,spiral
110121.jpg,elliptical
110129.jpg,elliptical
110139.jpg,elliptical
110149.jpg,elliptical
110178.jpg,elliptical
110195.jpg,elliptical
110217.jpg,irregular
110250.jpg,elliptical
110285.jpg,irregular
110306.jpg,elliptical
110313.jpg,elliptical
110339.jpg,spiral
110348.jpg,elliptical
110349.jpg,elliptical
110364.jpg,irregular
110370.jpg,irregular
110375.jpg,irregular
110384.jpg,irregular
110388.jpg,elliptical
110389.jpg,irregular
110404.jpg,irregular
110411.jpg,elliptical
110465.jpg,irregular
110480.jpg,elliptical
110528.jpg,spiral
110538.jpg,elliptical
110633.jpg,spiral
110636.jpg,elliptical
110676.jpg,spiral
110710.jpg,spiral
110713.jpg,spiral
110719.jpg,irregular
110763.jpg,irregular
110789.jpg,irregular
110805.jpg,elliptical
110821.jpg,elliptical
110837.jpg,spiral
110844.jpg,spiral
110858.jpg,elliptical
110887.jpg,spiral
110964.jpg,irregular
110966.jpg,spiral
111038.jpg,elliptical
111141.jpg,spiral
111142.jpg,elliptical
111149.jpg,elliptical
111207.jpg,elliptical
111223.jpg,elliptical
111240.jpg,elliptical
111245.jpg,elliptical
111259.jpg,elliptical
111274.jpg,elliptical
111298.jpg,elliptical
111305.jpg,spiral
111312.jpg,elliptical
111383.jpg,elliptical
111398.jpg,elliptical
111399.jpg,elliptical
111411.jpg,elliptical
111417.jpg,elliptical
111428.jpg,elliptical
111481.jpg,elliptical
111491.jpg,irregular
111499.jpg,elliptical
111514.jpg,spiral
111534.jpg,spiral
111597.jpg,elliptical
111615.jpg,irregular
111622.jpg,spiral
111658.jpg,spiral
111660.jpg,elliptical
111681.jpg,elliptical
111725.jpg,elliptical
111727.jpg,irregular
111753.jpg,elliptical
111792.jpg,spiral
111793.jpg,elliptical
111799.jpg,spiral
111839.jpg,elliptical
111882.jpg,spiral
111883.jpg,irregular
111980.jpg,elliptical
112016.jpg,elliptical
112072.jpg,spiral
112119.jpg,elliptical
112125.jpg,spiral
112135.jpg,elliptical
112167.jpg,elliptical
112177.jpg,spiral
112196.jpg,irregular
112229.jpg,elliptical
112254.jpg,elliptical
112311.jpg,elliptical
112314.jpg,irregular
112359.jpg,elliptical
112404.jpg,spiral
112420.jpg,irregular
112444.jpg,spiral
112479.jpg,spiral
112512.jpg,elliptical
112518.jpg,spiral
112536.jpg,irregular
112574.jpg,elliptical
112592.jpg,elliptical
112623.jpg,spiral
112628.jpg,elliptical
112678.jpg,elliptical
112764.jpg,elliptical
112769.jpg,spiral
112814.jpg,elliptical
112819.jpg,elliptical
112826.jpg,elliptical
112841.jpg,elliptical
112846.jpg,elliptical
112918.jpg,elliptical
112964.jpg,elliptical
112965.jpg,elliptical
112997.jpg,irregular
113072.jpg,elliptical
113118.jpg,elliptical
113142.jpg,elliptical
113149.jpg,elliptical
113166.jpg,irregular
113267.jpg,elliptical
113279.jpg,irregular
113284.jpg,spiral
113289.jpg,spiral
113303.jpg,spiral
113305.jpg,elliptical
113322.jpg,irregular
113373.jpg,elliptical
113394.jpg,elliptical
113417.jpg,irregular
113418.jpg,elliptical
113420.jpg,elliptical
113444.jpg,elliptical
113452.jpg,elliptical
113457.jpg,elliptical
113483.jpg,elliptical
113516.jpg,elliptical
113518.jpg,elliptical
113566.jpg,elliptical
113608.jpg,irregular
113655.jpg,spiral
113672.jpg,elliptical
113746.jpg,irregular
113761.jpg,elliptical
113766.jpg,elliptical
113779.jpg,irregular
113813.jpg,elliptical
113828.jpg,elliptical
113845.jpg,elliptical
113857.jpg,elliptical
113903.jpg,elliptical
113913.jpg,elliptical
113965.jpg,elliptical
113971.jpg,spiral
113975.jpg,elliptical
113987.jpg,spiral
113992.jpg,elliptical
113999.jpg,elliptical
114046.jpg,elliptical
114080.jpg,spiral
114173.jpg,elliptical
114190.jpg,elliptical
114191.jpg,elliptical
114207.jpg,elliptical
114240.jpg,irregular
114256.jpg,spiral
114271.jpg,elliptical
114289.jpg,elliptical
114294.jpg,elliptical
114319.jpg,elliptical
114337.jpg,elliptical
114354.jpg,irregular
114433.jpg,irregular
114457.jpg,elliptical
114462.jpg,elliptical
114502.jpg,spiral
114517.jpg,spiral
114550.jpg,irregular
114587.jpg,spiral
114588.jpg,elliptical
114602.jpg,irregular
114650.jpg,elliptical
114654.jpg,elliptical
114658.jpg,irregular
114682.jpg,elliptical
114688.jpg,spiral
114695.jpg,elliptical
114696.jpg,elliptical
114741.jpg,spiral
114772.jpg,spiral
114815.jpg,spiral
114863.jpg,irregular
114893.jpg,elliptical
114957.jpg,spiral
114965.jpg,spiral
114966.jpg,spiral
114993.jpg,elliptical
115042.jpg,elliptical
115051.jpg,elliptical
115091.jpg,irregular
115094.jpg,elliptical
115109.jpg,elliptical
115132.jpg,elliptical
115143.jpg,spiral
115235.jpg,elliptical
115247.jpg,irregular
115255.jpg,elliptical
115275.jpg,elliptical
115299.jpg,irregular
115314.jpg,spiral
115330.jpg,elliptical
115357.jpg,elliptical
115368.jpg,elliptical
115384.jpg,elliptical
115385.jpg,irregular
115399.jpg,irregular
115402.jpg,irregular
115426.jpg,elliptical
115449.jpg,elliptical
115450.jpg,irregular
115490.jpg,irregular
115506.jpg,elliptical
115515.jpg,spiral
115525.jpg,elliptical
115535.jpg,spiral
115545.jpg,elliptical
115560.jpg,elliptical
115571.jpg,spiral
115587.jpg,spiral
115597.jpg,elliptical
115617.jpg,irregular
115659.jpg,spiral
115675.jpg,spiral
115716.jpg,elliptical
115736.jpg,elliptical
115753.jpg,elliptical
115777.jpg,spiral
115787.jpg,elliptical
115815.jpg,irregular
115824.jpg,spiral
115838.jpg,elliptical
115845.jpg,elliptical
115854.jpg,elliptical
115858.jpg,irregular
115869.jpg,irregular
115883.jpg,elliptical
115886.jpg,elliptical
115891.jpg,elliptical
115905.jpg,spiral
115918.jpg,elliptical
115938.jpg,elliptical
115942.jpg,elliptical
116011.jpg,elliptical
116043.jpg,spiral
116045.jpg,elliptical
116118.jpg,spiral
116140.jpg,spiral
116208.jpg,elliptical
116210.jpg,elliptical
116214.jpg,elliptical
116228.jpg,elliptical
116239.jpg,elliptical
116249.jpg,irregular
116291.jpg,spiral
116306.jpg,spiral
116328.jpg,spiral
116386.jpg,elliptical
116422.jpg,spiral
116435.jpg,elliptical
116517.jpg,elliptical
116524.jpg,elliptical
116527.jpg,elliptical
116542.jpg,irregular
116565.jpg,elliptical
116582.jpg,elliptical
116614.jpg,elliptical
116620.jpg,elliptical
116638.jpg,irregular
116669.jpg,elliptical
116692.jpg,elliptical
116695.jpg,elliptical
116719.jpg,elliptical
116723.jpg,elliptical
116779.jpg,elliptical
116780.jpg,elliptical
116794.jpg,spiral
116815.jpg,spiral
116844.jpg,elliptical
116873.jpg,elliptical
116879.jpg,elliptical
116886.jpg,elliptical
116896.jpg,spiral
116914.jpg,elliptical
116927.jpg,elliptical
116958.jpg,elliptical
116964.jpg,elliptical
116998.jpg,spiral
117045.jpg,irregular
117068.jpg,elliptical
117085.jpg,irregular
117090.jpg,elliptical
117100.jpg,irregular
117104.jpg,elliptical
117158.jpg,irregular
117164.jpg,irregular
117192.jpg,elliptical
117206.jpg,spiral
117214.jpg,elliptical
117216.jpg,elliptical
117228.jpg,elliptical
117235.jpg,elliptical
117300.jpg,spiral
117440.jpg,spiral
117494.jpg,spiral
117503.jpg,spiral
117510.jpg,elliptical
117528.jpg,irregular
117587.jpg,elliptical
117605.jpg,elliptical
117621.jpg,elliptical
117623.jpg,elliptical
117627.jpg,irregular
117641.jpg,spiral
117647.jpg,elliptical
117674.jpg,spiral
117722.jpg,irregular
117764.jpg,elliptical
117767.jpg,elliptical
117775.jpg,irregular
117805.jpg,elliptical
117813.jpg,elliptical
117833.jpg,elliptical
117853.jpg,elliptical
117915.jpg,irregular
117921.jpg,elliptical
117996.jpg,elliptical
118015.jpg,elliptical
118044.jpg,elliptical
118063.jpg,elliptical
118074.jpg,elliptical
118119.jpg,elliptical
118141.jpg,elliptical
118150.jpg,irregular
118161.jpg,elliptical
118163.jpg,elliptical
118199.jpg,spiral
118260.jpg,irregular
118323.jpg,spiral
118348.jpg,elliptical
118452.jpg,elliptical
118476.jpg,spiral
118493.jpg,elliptical
118506.jpg,elliptical
118539.jpg,spiral
118590.jpg,elliptical
118638.jpg,spiral
118685.jpg,elliptical
118700.jpg,elliptical
118702.jpg,irregular
118712.jpg,irregular
118723.jpg,spiral
118767.jpg,elliptical
118811.jpg,elliptical
118868.jpg,elliptical
118877.jpg,spiral
118935.jpg,spiral
118944.jpg,elliptical
118947.jpg,elliptical
118949.jpg,elliptical
118993.jpg,irregular
119009.jpg,irregular
119010.jpg,irregular
119014.jpg,irregular
119045.jpg,spiral
119147.jpg,irregular
119150.jpg,spiral
119186.jpg,elliptical
119239.jpg,spiral
119240.jpg,spiral
119256.jpg,elliptical
119262.jpg,irregular
119277.jpg,spiral
119280.jpg,irregular
119314.jpg,elliptical
119321.jpg,spiral
119334.jpg,elliptical
119383.jpg,elliptical
119384.jpg,elliptical
119398.jpg,elliptical
119417.jpg,elliptical
119459.jpg,irregular
119536.jpg,irregular
119537.jpg,irregular
119554.jpg,elliptical
119573.jpg,spiral
119599.jpg,irregular
119644.jpg,irregular
119666.jpg,elliptical
119670.jpg,irregular
119693.jpg,elliptical
119699.jpg,elliptical
119718.jpg,spiral
119720.jpg,elliptical
119740.jpg,irregular
119766.jpg,elliptical
119773.jpg,spiral
119777.jpg,spiral
119798.jpg,elliptical
119816.jpg,spiral
119864.jpg,irregular
119889.jpg,irregular
119909.jpg,irregular
119921.jpg,elliptical
119941.jpg,elliptical
119990.jpg,irregular
120006.jpg,elliptical
120027.jpg,elliptical
120036.jpg,elliptical
120042.jpg,spiral
120062.jpg,elliptical
120107.jpg,elliptical
120112.jpg,elliptical
120158.jpg,irregular
120197.jpg,spiral
120201.jpg,elliptical
120214.jpg,elliptical
120219.jpg,elliptical
120228.jpg,spiral
120231.jpg,elliptical
120250.jpg,irregular
120258.jpg,elliptical
120305.jpg,elliptical
120307.jpg,spiral
120314.jpg,elliptical
120316.jpg,irregular
120337.jpg,spiral
120374.jpg,irregular
120383.jpg,spiral
120384.jpg,spiral
120387.jpg,elliptical
120433.jpg,spiral
120438.jpg,elliptical
120440.jpg,elliptical
120447.jpg,irregular
120535.jpg,elliptical
120548.jpg,spiral
120566.jpg,elliptical
120629.jpg,elliptical
120632.jpg,spiral
120641.jpg,irregular
120648.jpg,elliptical
120659.jpg,elliptical
120676.jpg,irregular
120697.jpg,elliptical
120716.jpg,spiral
120763.jpg,elliptical
120774.jpg,elliptical
120776.jpg,elliptical
120782.jpg,elliptical
120891.jpg,elliptical
120918.jpg,elliptical
120923.jpg,elliptical
120941.jpg,spiral
120998.jpg,spiral
121006.jpg,spiral
121016.jpg,elliptical
121044.jpg,elliptical
121048.jpg,spiral
121059.jpg,elliptical
121068.jpg,elliptical
121085.jpg,spiral
121129.jpg,irregular
121133.jpg,elliptical
121164.jpg,irregular
121177.jpg,irregular
121178.jpg,irregular
121190.jpg,elliptical
121195.jpg,elliptical
121196.jpg,elliptical
121250.jpg,elliptical
121262.jpg,elliptical
121287.jpg,elliptical
121319.jpg,irregular
121346.jpg,elliptical
121394.jpg,spiral
121410.jpg,irregular
121413.jpg,elliptical
121459.jpg,elliptical
121462.jpg,irregular
121473.jpg,elliptical
121558.jpg,spiral
121577.jpg,elliptical
121590.jpg,elliptical
121592.jpg,elliptical
121611.jpg,elliptical
121621.jpg,spiral
121625.jpg,elliptical
121645.jpg,elliptical
121670.jpg,elliptical
121705.jpg,irregular
121713.jpg,elliptical
121727.jpg,spiral
121746.jpg,irregular
121768.jpg,spiral
121769.jpg,elliptical
121774.jpg,irregular
121801.jpg,elliptical
121811.jpg,elliptical
121831.jpg,elliptical
121835.jpg,elliptical
121899.jpg,elliptical
121902.jpg,spiral
121944.jpg,spiral
121946.jpg,elliptical
121960.jpg,elliptical
121973.jpg,spiral
122003.jpg,elliptical
122020.jpg,elliptical
122042.jpg,spiral
122073.jpg,elliptical
122093.jpg,spiral
122109.jpg,elliptical
122131.jpg,elliptical
122158.jpg,elliptical
122176.jpg,irregular
122221.jpg,irregular
122226.jpg,spiral
122240.jpg,spiral
122265.jpg,irregular
122278.jpg,elliptical
122292.jpg,irregular
122293.jpg,irregular
122298.jpg,elliptical
122307.jpg,elliptical
122362.jpg,irregular
122371.jpg,elliptical
122444.jpg,elliptical
122445.jpg,spiral
122469.jpg,elliptical
122477.jpg,spiral
122479.jpg,elliptical
122566.jpg,elliptical
122608.jpg,elliptical
122634.jpg,elliptical
122654.jpg,spiral
122672.jpg,elliptical
122674.jpg,elliptical
122705.jpg,elliptical
122715.jpg,irregular
122717.jpg,elliptical
122721.jpg,spiral
122753.jpg,irregular
122754.jpg,elliptical
122804.jpg,spiral
122818.jpg,spiral
122855.jpg,irregular
122870.jpg,elliptical
122877.jpg,elliptical
122909.jpg,elliptical
122933.jpg,elliptical
122965.jpg,elliptical
122995.jpg,spiral
123024.jpg,spiral
123036.jpg,spiral
123059.jpg,elliptical
123067.jpg,elliptical
123093.jpg,spiral
123103.jpg,spiral
123118.jpg,elliptical
123133.jpg,spiral
123139.jpg,elliptical
123141.jpg,elliptical
123156.jpg,elliptical
123192.jpg,elliptical
123204.jpg,elliptical
123207.jpg,spiral
123243.jpg,elliptical
123282.jpg,elliptical
123294.jpg,elliptical
123308.jpg,irregular
123344.jpg,elliptical
123349.jpg,irregular
123383.jpg,elliptical
123387.jpg,elliptical
123411.jpg,elliptical
123412.jpg,elliptical
123416.jpg,elliptical
123433.jpg,elliptical
123440.jpg,elliptical
123470.jpg,spiral
123486.jpg,irregular
123517.jpg,elliptical
123540.jpg,spiral
123628.jpg,elliptical
123648.jpg,elliptical
123679.jpg,elliptical
123694.jpg,spiral
123695.jpg,elliptical
123700.jpg,irregular
123713.jpg,elliptical
123770.jpg,elliptical
123811.jpg,elliptical
123858.jpg,spiral
123871.jpg,spiral
123906.jpg,irregular
123938.jpg,spiral
123980.jpg,elliptical
123981.jpg,spiral
124019.jpg,elliptical
124050.jpg,spiral
124057.jpg,elliptical
124059.jpg,spiral
124076.jpg,elliptical
124175.jpg,spiral
124200.jpg,spiral
124206.jpg,elliptical
124210.jpg,elliptical
124214.jpg,spiral
124265.jpg,spiral
124273.jpg,irregular
124305.jpg,elliptical
124342.jpg,spiral
124375.jpg,elliptical
124424.jpg,spiral
124434.jpg,elliptical
124443.jpg,spiral
124483.jpg,elliptical
124491.jpg,elliptical
124494.jpg,spiral
124499.jpg,irregular
124516.jpg,elliptical
124548.jpg,spiral
124578.jpg,elliptical
124648.jpg,elliptical
124649.jpg,elliptical
124679.jpg,spiral
124733.jpg,irregular
124770.jpg,elliptical
124782.jpg,elliptical
124816.jpg,elliptical
124854.jpg,irregular
124862.jpg,elliptical
124882.jpg,spiral
124908.jpg,elliptical
124977.jpg,elliptical
124991.jpg,elliptical
124994.jpg,elliptical
125006.jpg,elliptical
125011.jpg,elliptical
125040.jpg,irregular
125063.jpg,elliptical
125108.jpg,elliptical
125118.jpg,elliptical
125119.jpg,elliptical
125129.jpg,elliptical
125151.jpg,elliptical
125158.jpg,elliptical
125188.jpg,elliptical
125199.jpg,elliptical
125209.jpg,elliptical
125277.jpg,elliptical
125304.jpg,elliptical
125327.jpg,elliptical
125328.jpg,irregular
125358.jpg,elliptical
125393.jpg,elliptical
125439.jpg,elliptical
125460.jpg,spiral
125507.jpg,spiral
125525.jpg,elliptical
125576.jpg,elliptical
125597.jpg,elliptical
125616.jpg,irregular
125620.jpg,elliptical
125627.jpg,elliptical
125664.jpg,elliptical
125667.jpg,elliptical
125678.jpg,spiral
125683.jpg,elliptical
125686.jpg,irregular
125687.jpg,irregular
125719.jpg,spiral
125739.jpg,elliptical
125740.jpg,elliptical
125746.jpg,elliptical
125755.jpg,spiral
125770.jpg,spiral
125797.jpg,irregular
125798.jpg,elliptical
125948.jpg,spiral
125960.jpg,spiral
125975.jpg,elliptical
125983.jpg,elliptical
126077.jpg,spiral
126085.jpg,spiral
126131.jpg,irregular
126202.jpg,spiral
126234.jpg,irregular
126256.jpg,elliptical
126260.jpg,spiral
126279.jpg,spiral
126282.jpg,elliptical
126304.jpg,irregular
126321.jpg,irregular
126338.jpg,elliptical
126364.jpg,spiral
126382.jpg,elliptical
126386.jpg,elliptical
126391.jpg,elliptical
126406.jpg,spiral
126475.jpg,elliptical
126486.jpg,spiral
126502.jpg,elliptical
126510.jpg,elliptical
126540.jpg,elliptical
126581.jpg,spiral
126638.jpg,elliptical
126656.jpg,irregular
126663.jpg,elliptical
126694.jpg,elliptical
126696.jpg,elliptical
126719.jpg,elliptical
126740.jpg,elliptical
126760.jpg,irregular
126764.jpg,spiral
126800.jpg,elliptical
126827.jpg,irregular
126841.jpg,elliptical
126845.jpg,irregular
126847.jpg,elliptical
126856.jpg,elliptical
126864.jpg,elliptical
126885.jpg,elliptical
126961.jpg,irregular
127027.jpg,elliptical
127031.jpg,elliptical
127052.jpg,irregular
127057.jpg,elliptical
127059.jpg,elliptical
127082.jpg,irregular
127163.jpg,spiral
127210.jpg,spiral
127231.jpg,irregular
127297.jpg,elliptical
127317.jpg,irregular
127333.jpg,spiral
127382.jpg,irregular
127386.jpg,spiral
127417.jpg,spiral
127441.jpg,spiral
127444.jpg,irregular
127458.jpg,elliptical
